merchant_mask;gen_industry;segment_type;in_market;gmv;orders;shows;above_market_shows;below_market_shows;clicks;do_clicks;share_above_market;share_below_market;share_normal;share_too_few_offers
Устайино;Home;small;no_market;0;0;24054;0;0;1109;153;;1;0;0
Терерхилл;Other;nano;no_market;0;0;140799;0;0;1155;153;;0;0;1
Долокент;CEHAC;medium;no_market;1146;10;109011;8228;4151;2581;153;;0,7433;0,2144;0,0097
Тихбургпорт-7469;DIY;nano;no_market;49;3;59242;11892;3061;931;153;;0,7371;0,1767;0,0182
Теравово;DIY;nano;no_market;5022;1;41414;567;402;999;153;;0,6107;0,237;0,0686
Холевемир;Fashion;small;no_market;755;5;62164;0;0;1509;153;;0,4682;0,2428;0,0896
Орайполис-7472;DIY;small;no_market;7235;4;68202;2731;525;1115;153;;0,9019;0,0706;0,0212
Велаово;Other;medium;market;5324;5;152548;1600;1566;2802;153;;0,38;0,5193;0,0114
Южеистан;Home;big;no_market;14299;7;94574;491;5;1745;153;;0,3487;0,0814;0,2999
Воларск;Fashion;small;no_market;0;0;61186;0;0;986;153;;0,2907;0,0479;0,6486
Новирорск;Other;small;no_market;109361;10;147481;0;0;3767;153;;0,6092;0,2009;0,1672
Ясгриноград;FMCG;nano;no_market;180;1;15300;0;0;346;153;;;;
Речуорск;CEHAC;medium;no_market;15017;5;94648;79;2;3424;153;;0,9644;0,0221;0,0081
Белиемир-7479;Other;medium;no_market;127934;18;244663;30552;23474;5194;153;;0,7086;0,2271;0,0111
Светольемир;DIY;medium;no_market;122269;5;196287;5195;2114;4078;152;;0,68;0,1384;0
Тихербург;DIY;medium;no_market;325;1;153948;0;0;2514;152;;0,7316;0,1677;0,0162
Арвиноград;FMCG;medium;no_market;0;0;64353;0;0;899;152;;0,8824;0;0,1176
Новевбург;Other;nano;no_market;2;2;23970;1432;1189;727;152;;0,4337;0,2772;0,0073
Эльерино;Other;nano;no_market;45;1;36984;0;0;727;152;;;;
Устаистан-7485;DIY;small;no_market;11;1;75403;2;0;824;152;;0,9928;0,0023;0
Лунайполис;Fashion;nano;no_market;0;0;35843;334;66;657;152;;1;0;0
Волфордхилл;Other;small;no_market;1105;5;156546;0;0;5672;152;;0,0774;0,2143;0
Тихфордкент;FMCG;medium;no_market;27866;13;65018;20;14;1396;152;;0,5204;0,2899;0,0316
Велполридж;Home;medium;no_market;0;0;62422;8;3;1167;152;;0,5789;0,1404;0,0526
Арельпорт;DIY;nano;no_market;11077;3;48766;4318;2833;1338;152;;0,8344;0,1461;0,0049
Неввилемир-7491;DIY;small;no_market;38;2;115087;322;350;3265;152;;0,2351;0,2741;0,0807
Малуринск;Home;medium;no_market;27;7;61821;0;0;1628;152;;0,8166;0;0,1834
Маленоград-7493;DIY;small;no_market;0;0;36651;0;0;541;152;;;;
Лундельхилл;Other;small;no_market;304;16;167496;0;0;2023;152;;0,9739;0,0053;0,0208
Росярвиль;CEHAC;nano;no_market;0;0;34200;14889;2034;652;152;;0,8358;0,1279;0,015
Старстоистан;Other;nano;no_market;6403;3;147629;150;117;1444;152;;0,309;0,4137;0,1699
Арполино;Fashion;medium;no_market;5283;7;97431;0;0;1184;152;;0;0;0,3295
Лунвилпорт-7498;CEHAC;medium;no_market;1588;2;152176;0;0;3992;152;;0,7681;0;0,2319
Малполхилл;Other;small;no_market;2413;15;124100;37;46;4238;152;;0,7309;0,1501;0,0522
Зордорчестер;DIY;medium;market;429;9;74294;14381;14024;2012;152;;0,0298;0,5945;0,0144
Финвинкент;Home;nano;no_market;3809;2;67468;0;1;876;152;;0,4855;0,0243;0,3262
Росуельск;CEHAC;medium;no_market;664881;14;249284;77038;32557;2594;152;;0,8152;0,1813;0,0009
Белельхилл;Home;medium;no_market;110898;6;30082;95;62;1244;152;;0,7353;0,0968;0,1112
Светарельск-7504;DIY;medium;market;336;11;224688;4227;3370;3903;152;;0,3933;0,3926;0,0232
Солнухилл;DIY;nano;no_market;0;0;22650;0;0;1078;152;;0,7054;0;0,2946
Солнольск;Home;small;no_market;0;0;50604;0;0;1039;152;;;;
Чистстоино;Other;small;no_market;2078;6;31824;39;62;956;152;;0,3231;0;0
Илебург;DIY;small;no_market;39345;7;46222;1037;403;1324;152;;0,5713;0,3385;0,0325
Илвилельск;Fashion;medium;no_market;0;0;92329;0;0;1535;152;;0,9506;0,0125;0,0212
Солнхолмчестер;DIY;small;no_market;1085;4;35290;233;162;817;152;;0,8927;0,0835;0,0074
Нордбринвиль;FMCG;small;no_market;8295;17;20706;464;303;836;152;;0,8642;0,1358;0
Стараинск-7512;DIY;medium;no_market;346464;25;163803;5773;2116;3897;152;;0,8048;0,0837;0,0117
Елбринск;CEHAC;nano;no_market;7499;1;12855;9140;2497;412;152;;0,9604;0,0169;0,0072
Нордельтаун;DIY;medium;no_market;65;1;80778;0;0;1361;151;;;;
Дартерельск;Fashion;nano;no_market;33018;8;108903;22;10;1492;151;;0,9494;0,0322;0,017
Цармарорск;DIY;small;no_market;0;0;15919;394;45;629;151;;0,9624;0,0376;0
Зортеркент;CEHAC;small;no_market;17998;6;66971;39268;29958;1107;151;;0,5591;0,3696;0,0056
Солновбург;DIY;nano;no_market;0;0;43686;1295;512;1046;151;;0,5875;0,305;0,0624
Уралавкент;Fashion;nano;no_market;0;0;78676;2133;1552;893;151;;0,6108;0,2989;0,009
Устольридж;DIY;medium;no_market;12738;7;161382;283;25;3581;151;;0,2748;0,3264;0,2229
Мируполис;Other;nano;no_market;0;0;80687;0;0;2947;151;;0,4405;0,2879;0,247
Лунвинпорт;Fashion;medium;no_market;2695;5;75679;0;0;1796;151;;;;
Камирбург-7523;FMCG;small;market;16905;3;55692;1896;1284;1287;151;;0,7286;0,1425;0,028
Портгриноград;DIY;small;no_market;185;3;112130;4942;1220;1861;151;;0,6621;0,297;0,0161
Илвилсково;Other;medium;no_market;9748;6;42421;44;0;813;151;;0,698;0,2934;0,0063
Миромтаун;DIY;nano;no_market;100;1;218098;20708;15039;6178;151;;0,4853;0,3954;0,0047
Портдорорск;CEHAC;small;no_market;299;1;1061;0;0;215;151;;0;0,9974;0
Долгринбург;CEHAC;small;market;46706;26;160022;18154;11941;4907;151;;0,4502;0,4611;0,0213
Речосково;Fashion;small;no_market;0;;11698;0;0;326;151;;;;
Южельсково;Fashion;medium;no_market;23076;8;142891;0;0;2472;151;;0,9289;0,0428;0,0082
Илинпорт;Other;medium;no_market;611;5;206822;0;0;3427;151;;0,8237;0,1192;0,0173
Яровельск;Fashion;small;no_market;1352;1;64836;0;0;1473;151;;0,7798;0,1315;0,014
Бериорск;Other;medium;no_market;57552;18;40355;35;11;1208;151;;0,9515;0,0274;0,0172
Светмартаун;DIY;nano;no_market;0;0;632256;2;2;7944;151;;0,7162;0,2264;0,0246
Ардельтаун;Other;medium;no_market;362765;12;69405;0;0;2125;151;;0,4271;0,3998;0,0367
Илелькент-7536;DIY;nano;no_market;0;0;41037;237;46;981;151;;0,9182;0,0767;0,0026
Ардельск;Other;medium;no_market;36;2;91629;0;0;1490;151;;;;
Южобург;Fashion;nano;no_market;2;1;87979;0;0;1160;151;;0,8284;0,0169;0,004
Скалярино-7539;Other;small;no_market;100;1;52573;0;0;876;151;;0,5634;0,1082;0,2585
Эльуюемир;DIY;small;no_market;2603;14;61049;3596;144;1650;150;;0,6574;0,0689;0,247
Тихоистан;CEHAC;nano;no_market;875;2;167042;40635;42996;2203;150;;0,3935;0,3501;0,028
Ладелтаун;FMCG;small;no_market;8325;3;98966;11133;9125;1791;150;;0,1638;0,608;0,0182
Тихдорвиль;DIY;nano;no_market;715;4;18969;107;43;660;150;;0,4601;0,2527;0,0081
Доломпорт;Fashion;small;no_market;4918;2;105171;0;0;676;150;;0,3615;0,6155;0,0007
Росайсково;Other;medium;no_market;284;9;88007;5088;3538;2154;150;;0,3786;0,3691;0,1586
Аробург;Other;nano;no_market;0;0;17546;0;0;411;150;;0;0;1
Берполчестер;DIY;medium;market;0;0;57743;966;422;1870;150;;0,8491;0,0651;0,0264
Миромсково;FMCG;small;no_market;6179;6;45171;12827;10452;1096;150;;0,4476;0,4654;0,0247
Эльмирино;DIY;medium;no_market;11481;6;95276;3793;2420;1749;150;;0,6053;0,3041;0,0112
Елавемир;DIY;nano;no_market;205;1;53972;16;3;3342;150;;0,8615;0,1377;0,0003
Дарольпорт;;no_market;0;0;58821;462;1054;1779;150;;0,1151;0,1417;0,7418;
Новакент;CEHAC;nano;no_market;65783;4;12261;2609;384;387;150;;0,7349;0,2512;0,0063
Дароельск;Other;small;no_market;0;0;52347;23;25;1875;150;;0,5257;0,2133;0,0093
Малвинград;Fashion;nano;no_market;0;0;29196;0;0;321;150;;1;0;0
Елорхилл;Fashion;nano;no_market;0;0;95269;35;38;843;150;;0,1446;0,2438;0
Новаридж;Home;small;no_market;17969;4;32454;0;0;1407;150;;0,8889;0,1111;0
Миртерполис;Other;medium;no_market;311;2;41768;2448;531;1252;150;;0,8342;0,0334;0,0274
Уралерорск;Fashion;medium;no_market;54444;4;186195;0;0;1472;150;;0,6958;0,0443;0,0051
Мирвилбург;Fashion;nano;no_market;55;1;69794;0;0;849;150;;0,5454;0,4241;0,0061
Ясиельск-7560;CEHAC;small;no_market;619;1;128747;26459;50408;972;150;;0,0855;0,3743;0,0102
Примирград;CEHAC;medium;market;96167;6;133049;14313;10227;2574;150;;0,8019;0,1888;0,0033
Нордавово;DIY;small;no_market;35212;3;106972;104;83;888;150;;0,2719;0,6241;0
Велиистан-7563;CEHAC;medium;market;0;0;123004;63648;60000;2255;150;;0,5723;0,241;0,014
Дарвилхилл;FMCG;medium;no_market;8081;6;156528;32032;25135;2103;150;;0,4424;0,4958;0,0016
Холаск-7565;CEHAC;small;no_market;609;14;149762;8024;5468;5178;150;;0,6002;0,3022;0,0039
Таанбург;Fashion;medium;no_market;0;0;96830;9043;4883;1737;150;;0,4881;0,4964;0,0077
Долдельинск;Pharma;small;no_market;1124;8;56843;5212;1107;1905;150;;0,9044;0,0403;0,0207
Малайинск;DIY;nano;no_market;0;0;55183;0;0;1151;150;;0;0;0
Привинтаун-7569;Home;medium;no_market;11;1;50948;0;0;1227;150;;0,8;0,1517;0,0397
Нордполистан;CEHAC;small;no_market;27;2;81860;2020;1993;2318;150;;0,3838;0,4492;0,0793
Лесгринпорт;Pharma;small;no_market;116605;16;87105;28042;11911;3283;150;;0,4672;0,5285;0,0014
Норделемир;CEHAC;nano;no_market;16513;2;73646;43518;18464;713;150;;0,6731;0,265;0,0035
Яравридж-7573;Other;medium;no_market;1513322;74;58472;3;3;2135;150;;0,1059;0,2061;0,5496
Севериркент;DIY;nano;no_market;0;0;27144;0;0;607;149;;;;
Зорбургбург;DIY;nano;no_market;0;0;78574;15;14;1897;149;;0,5679;0,1343;0,0053
Росмартаун;CEHAC;small;no_market;26996;4;26364;7961;7197;715;149;;0,8322;0,1678;0
Тауринск;Other;medium;no_market;0;0;82773;0;0;1130;149;;0,8165;0,1456;0
Лунерово;CEHAC;small;market;465;6;46148;30407;12782;888;149;;0,6544;0,267;0,0132
Южуград;CEHAC;nano;market;38;1;38239;17670;10825;797;149;;0,1975;0,5307;0,0093
Северуюград;Home;nano;no_market;165;3;22114;0;0;751;149;;;;
Камальпорт;Other;small;no_market;11;1;23623;466;30;892;149;;0,6408;0,3243;0,0284
Уралфордоград;DIY;medium;no_market;0;0;118361;0;0;2286;149;;1;0;0
Приарбург;DIY;nano;no_market;0;0;16303;124;1;649;149;;0,9243;0,0602;0,007
Солновово;Pharma;small;market;55;1;72774;35043;13606;1253;149;;0,836;0,1331;0,0208
Южельистан-7585;DIY;small;no_market;0;0;55837;269;215;2474;149;;0,8245;0,0989;0
Северполино;Other;medium;market;0;0;300748;41327;41378;2217;149;;0,5967;0,2866;0,0204
Царенемир;Other;medium;no_market;35;2;152641;0;0;1318;149;;;;
Клинооград;DIY;small;market;206964;34;135638;3580;2569;2814;149;;0,6221;0,1559;0,0707
Тихкаремир;DIY;small;no_market;1854;6;44987;0;0;1682;149;;0;0;0
Велвилистан;Home;big;no_market;6825;3;250902;0;0;3474;149;;0,6061;0,0025;0,3839
Невгринпорт-7591;FMCG;medium;no_market;144455;27;92212;1492;731;1640;149;;0,6764;0,2264;0,0252
Прианинск;DIY;medium;no_market;23448;9;174399;70;70;17685;149;;0,1959;0,1554;0,0049
Лунмарово;CEHAC;medium;no_market;1444380;28;1180847;191244;155860;13199;149;;0,6594;0,3393;0,0006
Малеввиль;Other;big;no_market;3031;15;272379;0;0;3616;149;;0,9846;0;0,0142
Холилоград;DIY;small;no_market;722;6;36949;56;56;985;149;;0,0125;0,925;0
Скалевоград;CEHAC;nano;no_market;205955;4;83891;27027;14494;1061;149;;0,6246;0,2524;0,003
Илкарград;Other;small;market;17325;7;60766;0;0;1840;149;;0,7917;0,132;0,0162
Царуюград;Other;small;no_market;34748;12;97640;578;2839;2287;149;;0,6064;0,2637;0,048
Речмирсково;Other;medium;no_market;0;0;80898;0;0;1428;149;;;;
Эльооград;Other;nano;no_market;149;1;16428;113;132;652;149;;0,6282;0,0468;0,2629
Новмирридж;Home;medium;no_market;985;7;74726;3;3;1442;149;;0,7189;0,2007;0,0169
Царальбург;Other;small;no_market;29152;6;45886;4656;30;1174;149;;0,9005;0,0822;0
Новярвиль-7603;Other;medium;no_market;17145;12;73770;0;0;2311;149;;0,1205;0,4217;0,4578
Озердельвиль;Home;small;no_market;0;0;48632;0;0;1560;148;;;;
Южаридж-7605;Home;small;no_market;0;0;18146;0;0;602;148;;0,1611;0,1946;0,3356
Велкарорск;CEHAC;medium;market;842;6;124539;86007;46289;2867;148;;0,3081;0,6233;0,0021
Холинград;Home;small;no_market;600;1;23520;0;0;621;148;;0,9003;0,0642;0,0155
Берхолминск;DIY;nano;no_market;68398;4;19239;2926;312;622;148;;0,8121;0,1197;0,024
Южеридж-7609;FMCG;medium;no_market;4498;1;77890;25;84;1204;148;;0,4046;0,0234;0,4054
Жарилполис;DIY;medium;no_market;249653;10;71366;2503;610;1734;148;;0,6138;0,1407;0,0629
Елинистан;FMCG;small;no_market;292;6;80132;0;0;2362;148;;;;
Долольполис;FMCG;medium;no_market;0;0;134842;0;0;2057;148;;0,3817;0,5148;0,0422
Портетаун;Other;small;no_market;0;0;43512;8;21;1600;148;;0,5862;0,1379;0,2759
Царовистан;FMCG;small;no_market;6363;15;94931;62456;8044;1759;148;;0,8447;0,1232;0,0085
Финольград;DIY;small;no_market;0;0;37148;0;0;748;148;;0;0;0
Финарвиль;Pharma;small;market;16521;37;92836;48788;20216;1494;148;;0,8443;0,1138;0,0039
Скалеоград;DIY;medium;no_market;175874;10;119740;12;8;2123;148;;0,6801;0,1555;0,0141
Эльфордельск;DIY;medium;no_market;328525;18;144232;46;53;3737;148;;0,4766;0,1022;0,0657
Приайсково-7619;DIY;small;market;14782;3;66739;3163;741;1379;148;;0,5708;0,3071;0,0015
Чистервиль;Fashion;medium;no_market;37269;9;130112;8936;7120;2337;148;;0,4879;0,3899;0,0407
Арертаун;Home;medium;no_market;975;3;59038;0;0;1357;148;;0,4069;0,29;0,0279
Мирмирорск;Home;small;no_market;2235;3;66669;2794;2905;1316;148;;0,7711;0,1165;0,0121
Нордальград;CEHAC;medium;no_market;2211556;20;206862;32482;27077;4688;148;;0,4061;0,3571;0,0083
Аромемир;Home;small;no_market;46111;12;76320;1366;958;2159;148;;0,1804;0,3042;0,0821
Чистобург;DIY;medium;no_market;89883;7;135326;2589;746;3298;148;;0,8783;0,0697;0,0212
Холорорск;DIY;small;no_market;1437732;9;165956;5700;3021;7045;148;;0,6117;0,2993;0,0146
Озерарельск;DIY;medium;no_market;80103;7;177862;476;75;2996;148;;0,588;0,1748;0,0276
Тергринсково;Pharma;nano;no_market;357;3;22565;15822;8241;569;148;;0,8307;0,0464;0,0007
Речхолмридж;DIY;medium;market;61263;3;164130;29;26;2889;148;;0,4716;0,069;0,0575
Цариистан;Other;small;no_market;14525;11;47977;26;21;1086;148;;0,3712;0,3763;0,1769
Устикент;Home;small;no_market;2014;1;41249;0;0;538;148;;1;0;0
Жармирово;DIY;small;no_market;49432;12;120231;5220;1250;1336;148;;0,6835;0,2649;0,0112
Илтерридж;CEHAC;small;market;19093;13;57831;2791;1010;2466;148;;0,7595;0,1598;0,0098
Малоельск;CEHAC;small;market;325;1;30372;20678;13071;626;148;;0,4376;0,4403;0
Эльгринельск;Other;medium;no_market;34891;8;79608;100;60;1427;147;;0,9681;0;0
Тереино;CEHAC;small;no_market;0;0;28855;18582;959;832;147;;0,8784;0,0872;0,0344
Уралуград;Home;medium;no_market;12723;1;124937;0;0;3062;147;;0,9366;0,0047;0,0487
Аряринск;Home;medium;no_market;11;1;63097;918;0;1542;147;;0,7949;0,0876;0,0983
Финфордово;Other;nano;no_market;325;1;36420;0;0;596;147;;0,7262;0,2262;0,0476
Фораово;Pharma;medium;no_market;18585;16;113631;9855;8617;5081;147;;0,4571;0,2519;0,1094
Чистгринполис;CEHAC;nano;no_market;0;0;37702;27801;15901;591;147;;0,5928;0,3641;0,0095
Арирельск-7642;DIY;nano;no_market;195;6;25796;5540;1650;606;147;;0,5243;0,1603;0,0342
Илиово;CEHAC;small;no_market;100;1;167516;44021;19930;1600;147;;0,4886;0,5073;0,0004
Светичестер;Other;medium;no_market;6;3;128298;145;92;2654;147;;0,3061;0,2392;0,2977
Росовбург;DIY;nano;no_market;200;1;20691;0;0;497;147;;0,6216;0,2973;0
Даркаринск;Home;nano;no_market;48;1;59381;0;0;1511;147;;0,2898;0,1477;0,3466
Скалфордполис-7647;DIY;medium;no_market;38346;8;44399;0;0;1105;147;;0,1791;0,0608;0,728
Привинорск;CEHAC;small;no_market;2069;3;77689;26727;25739;1964;147;;0,4488;0,4445;0,0062
Росфордвиль;DIY;small;market;3885;5;128037;2079;683;2227;147;;0,6871;0,2185;0,001
Лунальельск;FMCG;medium;no_market;2274;28;53534;0;0;1476;147;;;;
Радельхилл-7651;FMCG;small;no_market;4135;3;25712;13696;11556;759;147;;0,4186;0,4971;0,0024
Царенград;FMCG;small;no_market;2;1;43134;962;491;1590;147;;0,7481;0,164;0,0517
Новольбург;DIY;medium;no_market;0;0;198388;0;0;15448;147;;;;
Велоемир;DIY;nano;no_market;11;1;38221;1964;1769;911;147;;0,7686;0,0107;0,2153
Бердельхилл;FMCG;medium;no_market;2825;8;230779;130;0;5778;147;;0,051;0,522;0,2367
Арвинск;DIY;nano;no_market;20076;3;40372;82;78;608;147;;0,8698;0,0656;0,06
Волдельемир;Other;medium;no_market;357;3;146221;31;45;2478;147;;0,348;0,2602;0,3089
Малобург;FMCG;small;market;14295;5;45663;0;0;705;147;;0,6872;0,1965;0,1147
Лунольистан-7659;Home;small;no_market;15059;4;44395;0;0;1246;147;;0,4487;0,3851;0,1046
Таанград;DIY;small;no_market;0;;32767;707;438;673;147;;0,4424;0,4703;0,0215
Чистонкент;Other;medium;no_market;19;2;131272;356;364;6816;147;;0,3011;0,2377;0,3303
Долиртаун;Other;small;no_market;624;10;73180;0;0;2521;147;;;;
Эльелово-7663;Fashion;medium;no_market;0;0;34776;0;0;1118;147;;;;
Нордовинск;DIY;nano;no_market;995;4;28494;783;256;683;147;;0,7461;0,2265;0,0107
Орельино;Home;medium;no_market;2072;1;104218;0;0;1261;147;;0,3191;0,4178;0,0128
Белаоград;Fashion;nano;no_market;1036;6;121519;2076;2076;831;147;;0,0819;0,9181;0
Бертероград;DIY;small;no_market;0;0;60966;363;306;1546;147;;0,6734;0,3266;0
Ладуюорск;Other;nano;no_market;0;0;27195;0;0;1043;147;;0,4832;0,4099;0,1064
Арелвиль-7669;Other;medium;no_market;731995;26;314216;18;17;9836;147;;0,3981;0,4801;0,0709
Скалальск-7670;Fashion;medium;no_market;4925;2;98715;0;0;1434;146;;0,6203;0,0969;0,2438
Дарланово;DIY;small;market;120751;13;72617;5997;3948;1728;146;;0,5624;0,3559;0,0081
Старайсково;Other;medium;no_market;54387;9;98492;0;0;1652;146;;0,2675;0,4622;0,0983
Илярвиль;Other;nano;no_market;700;1;63388;0;0;1177;146;;0,4756;0,1726;0,3025
Устинистан;DIY;medium;no_market;183342;9;80678;4259;1626;2553;146;;0,7348;0,0299;0,1936
Лунанвиль;Home;small;no_market;1885;11;35884;0;0;1570;146;;0,5056;0,2889;0,0444
Оровиль-7676;;no_market;0;;20299;0;0;444;146;;;;;
Уралдельтаун-7677;Other;medium;no_market;141;5;68765;0;0;1409;146;;0,6749;0,2685;0,0325
Приилинск;Home;medium;no_market;51639;7;74863;0;0;1470;146;;0,0025;0,4854;0,0084
Царинбург-7679;DIY;small;no_market;149;4;44958;64;63;1363;146;;0,9783;0;0,0145
Арихилл;CEHAC;small;no_market;544;12;115316;40455;13858;1832;146;;0,7794;0,1703;0,0071
Велвинемир;Other;small;no_market;10189;6;72368;0;0;1206;146;;0,307;0;0,4623
